"CountryCode","SeriesCode","DESCRIPTION",
"SLV","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SMR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SMR","SP.DYN.CBRT.IN","Data sources : Eurostat",
"SMR","SP.DYN.CDRT.IN","Data sources : Eurostat",
"SMR","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"SMR","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"SMR","SP.DYN.TFRT.IN","Data sources : Eurostat",
"SMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SOM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SOM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SOM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SRB","SG.POP.MIGR.FE.ZS","Including Kosovo. The estimates for 1990 and 2000 refer to Serbia and Montenegro.",
"SRB","SP.ADO.TFRT","Including Kosovo.",
"SRB","SP.DYN.CBRT.IN","Data sources : Eurostat",
"SRB","SP.DYN.CDRT.IN","Data sources : Eurostat",
"SRB","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.DYN.TFRT.IN","Data sources : Eurostat, Council of Europe, INED",
"SRB","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.0014.TO.ZS","Including Kosovo.",
"SRB","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.1564.TO.ZS","Including Kosovo.",
"SRB","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"SRB","SP.POP.65UP.TO.ZS","Including Kosovo.",
"SRB","SP.POP.AG00.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG00.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG01.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG01.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG02.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG02.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG03.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG03.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG04.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG04.MA.IN","Including Kosovo.",
"SRB","SP.POP.AG05.FE.IN","Including Kosovo.",
"SRB","SP.POP.AG05.MA.IN","Including Kosovo.",
"SRB","SP.POP.BRTH.MF","Including Kosovo.",
"SRB","SP.POP.DPND","Including Kosovo.",
"SRB","SP.POP.TOTL","Data sources : Statistical Office of the Republic of Serbia, Eurostat, TransMONEE, Council of Europe. Note : Excluding Kosovo.",
"SRB","SP.POP.TOTL.FE.ZS","Excluding Kosovo.",
"SSD","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SSD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SSD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"STP","SG.NOD.CONS","There is no nondiscrimination provision.",
"STP","SG.OBT.IDCD.MR","There is no national identity card.",
"STP","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"STP","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"STP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SUR","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"SUR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SUR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SVK","SP.DYN.CBRT.IN","Data sources : Eurostat",
"SVK","SP.DYN.CDRT.IN","Data sources : Eurostat",
"SVK","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects, Council of Europe",
"SVK","SP.DYN.TFRT.IN","Data sources : Eurostat",
"SVK","SP.POP.TOTL","Data sources : Eurostat",
"SVN","SG.NOD.CONS","There is no nondiscrimination provision.",
"SVN","SP.DYN.CBRT.IN","Data sources : Eurostat",
"SVN","SP.DYN.CDRT.IN","Data sources : Eurostat",
"SVN","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"SVN","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"SVN","SP.DYN.TFRT.IN","Data sources : Eurostat, United Nations World Population Prospects",
"SVN","SP.POP.TOTL","Data sources : Eurostat",
"SWE","SG.NOD.CONS","There is no nondiscrimination provision.",
"SWE","SH.MMR.LEVE","Paid parental leave is available",
"SWE","SH.MMR.WAGE.ZS","Paid parental leave is available",
"SWE","SP.DYN.CBRT.IN","Data sources : Eurostat",
"SWE","SP.DYN.CDRT.IN","Data sources : Eurostat",
"SWE","SP.DYN.LE00.FE.IN","Data sources : Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.LE00.MA.IN","Data sources : Eurostat; Statistics Sweden; INED; Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research",
"SWE","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Sweden",
"SWE","SP.POP.TOTL","Data sources : Eurostat",
"SWZ","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SWZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SXM","SP.DYN.CBRT.IN","Data sources : Department of Statistics, St. Maarten; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.CDRT.IN","Data sources : Department of Statistics, St. Maarten; United Nations Population and Vital Statistics Report",
"SXM","SP.DYN.LE00.FE.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.LE00.MA.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.DYN.TFRT.IN","Data sources : Department of Statistics, St. Maarten; Central bureau of Statistics Netherlands Antilles",
"SXM","SP.POP.TOTL","Data sources : Department of Statistics, St. Maarten; US census bureau",
"SYC","SP.DYN.CBRT.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.CDRT.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.LE00.FE.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.LE00.MA.IN","Data sources : National Bureau of Statistics",
"SYC","SP.DYN.TFRT.IN","Data sources : National Bureau of Statistics",
"SYC","SP.POP.TOTL","Data sources : National Bureau of Statistics",
"SYR","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"SYR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SYR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TCA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TCD","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TGO","SG.NOD.CONS","There is no nondiscrimination provision.",
"TGO","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TGO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"THA","SG.NOD.CONS","There is no nondiscrimination provision.",
"THA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"THA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"THA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TJK","SG.NOD.CONS","There is no nondiscrimination provision.",
"TJK","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TJK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TKM","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"TKM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TKM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TLS","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"TLS","SE.XPD.TOTL.GD.ZS","GDP does not include the income from petroleum.",
"TLS","SG.GEN.PARL.ZS","The purpose of elections held on 30 August 2001 was to elect members of the Constituent Assembly of Timor-Leste. This body became the National Parliament on 20 May 2002, the date on which the country became independent, without any new elections",
"TLS","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TLS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TON","SG.GEN.PARL.ZS","No women were elected in 2008, however one woman was appointed to the Cabinet. As cabinet ministers also sit in parliament, there is one woman out of a total of 32 members.",
"TON","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"TON","SG.NOD.CONS","There is no nondiscrimination provision.",
"TON","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TON","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TON","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TTO","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TUN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TUR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TUV","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TZA","NY.GDP.PCAP.CD","Covers mainland Tanzania only.",
"TZA","NY.GNP.PCAP.CD","Covers mainland Tanzania only.",
"TZA","NY.GNP.PCAP.PP.CD","Covers mainland Tanzania only.",
"TZA","SG.OBT.IDCD.MR","There is no national identity card.",
"TZA","SG.POP.MIGR.FE.ZS","Including Zanzibar.",
"TZA","SP.ADO.TFRT","Including Zanzibar.",
"TZA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"TZA","SP.POP.0014.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.1564.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.65UP.TO.ZS","Including Zanzibar.",
"TZA","SP.POP.AG00.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG00.MA.IN","Including Zanzibar.",
"TZA","SP.POP.AG01.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG01.MA.IN","Including Zanzibar.",
"TZA","SP.POP.AG02.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG02.MA.IN","Including Zanzibar.",
"TZA","SP.POP.AG03.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG03.MA.IN","Including Zanzibar.",
"TZA","SP.POP.AG04.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG04.MA.IN","Including Zanzibar.",
"TZA","SP.POP.AG05.FE.IN","Including Zanzibar.",
"TZA","SP.POP.AG05.MA.IN","Including Zanzibar.",
"TZA","SP.POP.BRTH.MF","Including Zanzibar.",
"TZA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"TZA","SP.POP.TOTL.FE.ZS","Including Zanzibar.",
"UGA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"UGA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"UKR","SG.NOD.CONS","There is no nondiscrimination provision.",
"UKR","SG.POP.MIGR.FE.ZS","Including Crimea.",
"UKR","SP.DYN.CBRT.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.CDRT.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.LE00.FE.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.LE00.MA.IN","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects",
"UKR","SP.DYN.TFRT.IN","Data sources : State Statistics Committee of Ukraine",
"UKR","SP.POP.TOTL","Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report",
"URY","SG.NOD.CONS","There is no nondiscrimination provision.",
"URY","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"URY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"URY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"USA","SG.GEN.PARL.ZS","The total refers to all voting members of the House.",
"USA","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"USA","SG.NOD.CONS","There is no nondiscrimination provision.",
"USA","SG.OBT.IDCD.MR","There is no national identity card.",
"USA","SH.MMR.LEVE","Unpaid parental leave is available.",
"USA","SH.MMR.WAGE.ZS","Unpaid parental leave is available.",
"USA","SP.DYN.CBRT.IN","Data sources : National Center for Health Statistics, U.S. Census Bureau",
"USA","SP.DYN.CDRT.IN","Data sources : National Center for Health Statistics, U.S. Census Bureau",
"USA","SP.DYN.LE00.FE.IN","Data sources : National Center for Health Statistics",
"USA","SP.DYN.LE00.MA.IN","Data sources : National Center for Health Statistics",
"USA","SP.DYN.TFRT.IN","Data sources : National Center for Health Statistics",
"USA","SP.POP.TOTL","Data sources : U.S. Census Bureau",
"UZB","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"UZB","SG.OBT.IDCD.MR","There is no national identity card.",
"UZB","SP.DYN.CBRT.IN","Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","SP.DYN.CDRT.IN","Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"UZB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"UZB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"UZB","SP.DYN.TFRT.IN","Data sources : State Committee of the Republic of Uzbekistan on Statistics, TransMONEE, United Nations World Population Prospects",
"UZB","SP.POP.TOTL","Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects",
"VCT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VCT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VEN","NY.GNP.PCAP.CD","Based on official exchange rates.",
"VEN","SG.GEN.PARL.ZS","On 25 August 1999, the Constituent Assembly elected on 25 July adopted a dercree putting the bicameral Congress on indefinite recess",
"VEN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VGB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VIR","SP.DYN.CBRT.IN","Data sources : U.S. Census Bureau",
"VIR","SP.DYN.CDRT.IN","Data sources : U.S. Census Bureau",
"VIR","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"VIR","SP.POP.TOTL","Data sources : U.S. Census Bureau, United Nations Population and Vital Statistics Report",
"VNM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VNM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"VUT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"WSM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"WSM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"WSM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"WSM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"WSM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"WSM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"XKX","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"XKX","SP.DYN.CBRT.IN","Data sources : U.S. Census Bureau",
"XKX","SP.DYN.CDRT.IN","Data sources : U.S. Census Bureau",
"XKX","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau",
"XKX","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau",
"XKX","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau",
"XKX","SP.POP.TOTL","Data sources : World Bank's Kosovo country office, Kosovo Agency of Statistics, U.S. Census Bureau",
"YEM","SG.NOD.CONS","There is no nondiscrimination provision.",
"YEM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"YEM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"YEM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"YEM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"YEM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"YEM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ZAF","SG.GEN.PARL.ZS","The figures for 1999-2017 on the distribution of seats do not include the 36 special rotating delegates appointed on an ad hoc basis, and all percentages given are therefore calculated on the basis of the 54 permanent seats.",
"ZAF","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ZAF","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ZAF","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ZAF","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ZAF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ZAF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ZMB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ZMB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ZMB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ZMB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ZMB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ZMB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ZWE","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"ZWE","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"ZWE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"ZWE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"ZWE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"ZWE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
